code,product_definition,description,cetane_octane,oxygenated_rbob_type,oxygenate_percent,comments_,requester,date_code_assigned
V1I,RENEWABLE DIESEL ADDITIVE RD98,RENEWABLE DIESEL RD98,,,,RENEWABLE DIESEL HYDRO-PROCESSED ANIMAL FATS/VEGETABLE OILS,SARAH STUBBS,11-Apr-18
V1J,Dyed ULSD HPFI w/ Winter,dyed diesel 5% bio winter + HPFI,,,,,CHRIS CROOKS,28-Sep-17
V1K,15ppm Heating Oil (ULSHO),15ppm heating oil 0% bio no add,,,,,CHRIS CROOKS,28-Sep-17
V1L,15ppm Heating Oil (ULSHO),15ppm heating oil 2% bio no add,,,,,CHRIS CROOKS,28-Sep-17
V1M,15ppm Heating Oil (ULSHO),15ppm heating oil 5% bio no add,,,,,CHRIS CROOKS,28-Sep-17
V1N,15ppm Heating Oil (ULSHO) Winter,15ppm heating oil 0% bio winter add,,,,,CHRIS CROOKS,28-Sep-17
V1O,15ppm Heating Oil (ULSHO) Winter,15ppm heating oil 2% bio winter add,,,,,CHRIS CROOKS,28-Sep-17
V1P,15ppm Heating Oil (ULSHO) Winter,15ppm heating oil 5% bio winter add,,,,,CHRIS CROOKS,28-Sep-17
V1Q,500ppm Heating Oil (LSHO),500ppm heating oil 0% bio no add,,,,,CHRIS CROOKS,28-Sep-17
V1R,500ppm Heating Oil (LSHO),500ppm heating oil 2% bio 0 add,,,,,CHRIS CROOKS,28-Sep-17
V1S,500ppm Heating Oil (LSHO),500ppm heating oil 5% bio 0 add,,,,,CHRIS CROOKS,28-Sep-17
V1T,500ppm Heating Oil (LSHO) Winter,550ppm heating oil 0% bio winter add,,,,,CHRIS CROOKS,28-Sep-17
V1U,500ppm Heating Oil (LSHO) Winter,550ppm heating oil 2% bio winter add,,,,,CHRIS CROOKS,28-Sep-17
V1V,RENEWABLE DIESEL ADDITIVE RD100,RENEWABLE DIESEL RD100,,,,RENEWABLE DIESEL HYDRO-PROCESSED ANIMAL FATS/VEGETABLE OILS,SARAH STUBBS,11-Apr-18
V1W,500ppm Heating Oil (LSHO) Winter,550 ppm heating oil 5% bio winter add,,,,,CHRIS CROOKS,28-Sep-17
V1X,RENEWABLE DIESEL ADDITIVE RD99,RENEWABLE DIESEL RD99,,,,RENEWABLE DIESEL HYDRO-PROCESSED ANIMAL FATS/VEGETABLE OILS,SARAH STUBBS,11-Apr-18
V1Y,ULS RENEWABLE BIO DIESEL #2,ULS S R20 B0-5 DF2,,,,ULS S R20 B0-5 DF2,JOEY DEAN,02/13/218
V1Z,ULS RENEWABLE BIO DIESEL #2,ULS S R20 B0-5 DF2 DYED,,,,ULS S R20 B0-5 DF2 DYED,JOEY DEAN,02/13/218
V20,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/15% BIO PERF ADD,,,,ULSD #2 W/15% BIO PERFORMANCE ADDITIVE,AJ MEADE,20-Jun-17
V21,S15 NRLM No.2 Dsl Add GWB Dyed,S15 NRLM No.2 Dsl Add GWB Dyed,,,,,AJ MEADE,29-Jun-17
V22,S15 NRLM No.2 Dsl GWB Dyed,S15 NRLM No.2 Dsl GWB Dyed,,,,,AJ MEADE,29-Jun-17
V23,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/ UP TO 5% BIO PERF ADD,,,,ULSD #2 W/ UP TO 5% BIO PERFORMANCE ADDITIVE DYED,AJ MEADE,20-Jun-17
V24,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/1% BIO PERF ADD,,,,ULSD #2 W/1% BIO PERFORMANCE ADDITIVE DYED,AJ MEADE,20-Jun-17
V25,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/2% BIO PERF ADD,,,,ULSD #2 W/2% BIO PERFORMANCE ADDITIVE DYED,AJ MEADE,20-Jun-17
V26,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/5% BIO PERF ADD,,,,ULSD #2 W/5% BIO PERFORMANCE ADDITIVE DYED,AJ MEADE,20-Jun-17
V27,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/10% BIO PERF ADD,,,,ULSD #2 W/10% BIO PERFORMANCE ADDITIVE DYED,AJ MEADE,20-Jun-17
V28,S15 NRLM No.2 Dsl Dyed (NBOM),S15 NRLM No.2 Dsl Dyed (NBOM),,,,,AJ MEADE,29-Jun-17
V29,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/15% BIO PERF ADD,,,,ULSD #2 W/15% BIO PERFORMANCE ADDITIVE DYED,AJ MEADE,20-Jun-17
V2A,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/20% BIO,,,,BIODIESEL,MARGARET WARD,13-Mar-18
V2B,ULTRA LOW SULFUR DIESEL #2,ULSD #2 w/20% BIO,,,,BIODIESEL,MARGARET WARD,13-Mar-18
V2C,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/20% BIO - WINTER ADD,,,,BIODIESEL W/COLD FLOW IMPROVER,JEAN PICKETT,21-Mar-18
V2D,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/20% BIO - WINTER ADD,,,,BIODIESEL W/COLD FLOW IMPROVER,JEAN PICKETT,21-Mar-18
V2E,RENEWABLE DIESEL ADDITIVE RD98,RENEWABLE DIESEL RD98,,,,RENEWABLE DIESEL HYDRO-PROCESSED ANIMAL FATS/VEGETABLE OILS,SARAH STUBBS,11-Apr-18
V2F,RENEWABLE DIESEL ADDITIVE RD100,RENEWABLE DIESEL RD100,,,,RENEWABLE DIESEL HYDRO-PROCESSED ANIMAL FATS/VEGETABLE OILS,SARAH STUBBS,11-Apr-18
V2G,RENEWABLE DIESEL ADDITIVE RD99,RENEWABLE DIESEL RD99,,,,RENEWABLE DIESEL HYDRO-PROCESSED ANIMAL FATS/VEGETABLE OILS,SARAH STUBBS,11-Apr-18
V2H,RENEWABLE DIESEL ADDITIVE RD98,RENEWABLE DIESEL RD98,,,,RENEWABLE DIESEL HYDRO-PROCESSED ANIMAL FATS/VEGETABLE OILS,SARAH STUBBS,11-Apr-18
V2I,ULTRA LOW SULFUR DIESEL #2,CA ULS RENEWABLE DIESEL  w/ 5% RD100,40,,,CA ULSD with 5% Renewable Diesel,SARAH STUBBS,11-Apr-18
V2J,ULTRA LOW SULFUR DIESEL #2,CA ULS RENEWABLE DIESEL  w/ 5% RD100,40,,,CA ULSD with 5% Renewable Diesel,SARAH STUBBS,11-Apr-18
V2K,ULTRA LOW SULFUR DIESEL #2,CA ULS RENEWABLE DIESEL  w/ 5% RD100,40,,,CA ULSD with 5% Renewable Diesel,SARAH STUBBS,11-Apr-18
V2L,ULS RENEWABLE DIESEL #2,CA RENEWABLE DIESEL W/5% RD100 & W5% BIO,40,,,CA ULSD with 5% Renewable Diesel & 5% Biodiesel,SARAH STUBBS,11-Apr-18
V2M,ULS RENEWABLE DIESEL #2,CA RENEWABLE DIESEL W/5% RD100 & W5% BIO,40,,,CA ULSD with 5% Renewable Diesel & 5% Biodiesel,SARAH STUBBS,11-Apr-18
V2N,ULS RENEWABLE DIESEL #2,CA RENEWABLE DIESEL W/20% RD100 & W5% BIO,40,,,CA ULSD with 20% Renewable Diesel & 5% Biodiesel,SARAH STUBBS,11-Apr-18
V2O,ULS RENEWABLE DIESEL #2,CA RENEWABLE DIESEL W/20% RD100 & W5% BIO,40,,,CA ULSD with 20% Renewable Diesel & 5% Biodiesel,SARAH STUBBS,11-Apr-18
V2P,ULS RENEWABLE DIESEL #2,CA RENEWABLE DIESEL W/20% RD100,40,,,CA ULSD with 20% Renewable Diesel,SARAH STUBBS,11-Apr-18
V2Q,ULS RENEWABLE DIESEL #2,CA RENEWABLE DIESEL W/20% RD100,40,,,CA ULSD with 20% Renewable Diesel,SARAH STUBBS,11-Apr-18
V2R,ULTRA LOW SULFUR DIESEL #2,TXLED W/ UP TO 5% BIO OIL PERF ADD,,,,TXLED ULSD #2 W/ UP TO 5% BIO PERFORMANCE ADDITIVE,DARRYL HERRMAN,7-May-18
V2S,ULTRA LOW SULFUR DIESEL #2,TXLED W/ UP TO 5% BIO OIL PERF ADD,,,,TXLED ULSD #2 W/ UP TO 5% BIO PERFORMANCE ADDITIVE,DARRYL HERRMAN,7-May-18
V2T,ULTRA LOW SULFUR DIESEL #2,TXLED W/5% BIO OIL PERF ADD,,,,TXLED ULSD #2 W/5% BIO PERFORMANCE ADDITIVE,DARRYL HERRMAN,7-May-18
V2U,ULTRA LOW SULFUR DIESEL #2,TXLED W/5% BIO OIL PERF ADD,,,,TXLED ULSD #2 W/5% BIO PERFORMANCE ADDITIVE,DARRYL HERRMAN,7-May-18
V2V,ULTRA LOW SULFUR DIESEL #2,TXLED w/3% BIO OIL PERF ADD,,,,TXLED ULSD #2 W/3% BIO PERFORMANCE ADDITIVE,DARRYL HERRMAN,7-May-18
V2W,ULTRA LOW SULFUR DIESEL #2,TXLED w/3% BIO OIL PERF ADD,,,,TXLED ULSD #2 W/3% BIO PERFORMANCE ADDITIVE,DARRYL HERRMAN,7-May-18
V2X,ULTRA LOW SULFUR DIESEL #2,ULTRA LOW SULFUR DIESEL #2 - TAX EXEMPT,,,,ULTRA LOW SULPHUR DIESEL #2 -CANADIAN EXPORT 14 PPM DYE,Brian O'Neill,8-May-18
V2Y,ULS RENEWABLE BIO DIESEL #2,ULS S R6-20 B0-5 DF,,,,ULS S R6-20 B0-5 DF2,JOEY DEAN,4-Jun-18
V2Z,ULS RENEWABLE BIO DIESEL #2 DYED,ULS S R6-20 B0-5 DF2 DYED,,,,ULS S R6-20 B0-5 DF2 DYED,JOEY DEAN,4-Jun-18
V30,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/20% BIO PERF ADD,,,,ULSD #2 W/20% BIO PERFORMANCE ADDITIVE DYED,AJ MEADE,20-Jun-17
V31,ULTRA LOW SULFUR DIESEL #2,DIESEL W/1% BIO OIL,,,,BIODIESEL,LISA WILLIAMS,16-Dec-13
V32,ULTRA LOW SULFUR DIESEL #2,DIESEL W/1% BIO OIL,,,,BIODIESEL,LISA WILLIAMS,16-Dec-13
V33,ULTRA LOW SULFUR DIESEL #2,DIESEL W/1% BIO OIL,,,,BIODIESEL,LISA WILLIAMS,16-Dec-13
V34,ULTRA LOW SULFUR DIESEL #2,DIESEL W/1% BIO OIL,,,,BIODIESEL,LISA WILLIAMS,16-Dec-13
V35,ULTRA LOW SULFUR DIESEL #2,DIESEL W/4% BIO OIL,,,,BIODIESEL,LISA WILLIAMS,16-Dec-13
V36,ULTRA LOW SULFUR DIESEL #2,DIESEL W/4% BIO OIL,,,,BIODIESEL,LISA WILLIAMS,16-Dec-13
V37,ULTRA LOW SULFUR DIESEL #2,DIESEL W/4% BIO OIL,,,,BIODIESEL,LISA WILLIAMS,16-Dec-13
V38,ULTRA LOW SULFUR DIESEL #2,DIESEL W/4% BIO OIL,,,,BIODIESEL,LISA WILLIAMS,16-Dec-13
V39,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/ PERF ADD WINTER,,,,ULSD #2 W/ PERFORMANCE ADDITIVE WINTERIZED,AJ MEADE,20-Jun-17
V3A,ULTRA LOW SULFUR DIESEL #2,PREMIUM DIESEL W/5% BIO OIL,,,,PREMIUM BIODIESEL W/COLD FLOW IMPROVER,MARGARET WARD,21-Sep-12
V3B,ULTRA LOW SULFUR DIESEL #2,PREMIUM DIESEL W/5% BIO OIL,,,,PREMIUM BIODIESEL W/COLD FLOW IMPROVER,MARGARET WARD,24-Sep-12
V3C,ULTRA LOW SULFUR DIESEL #2,PREMIUM DIESEL W/6% BIO OIL,,,,PREMIUM BIODIESEL,LISA WILLIAMS,14-Aug-12
V3D,ULTRA LOW SULFUR DIESEL #2,PREMIUM DIESEL W/6% BIO OIL,,,,PREMIUM BIODIESEL,LISA WILLIAMS,14-Aug-12
V3E,ULTRA LOW SULFUR DIESEL #2,TXLED W/6% BIO OIL,,,,TXLED BIO DIESEL,LISA WILLIAMS,1-Aug-12
V3F,ULTRA LOW SULFUR DIESEL #2,TXLED W/6% BIO OIL,,,,TXLED BIO DIESEL,LISA WILLIAMS,1-Aug-12
V3G,ULTRA LOW SULFUR DIESEL #2,TXLED W/9% BIO OIL,,,,TXLED BIO DIESEL,LISA WILLIAMS,1-Aug-12
V3H,ULTRA LOW SULFUR DIESEL #2,TXLED W/9% BIO OIL,,,,TXLED BIO DIESEL,LISA WILLIAMS,1-Aug-12
V3I,ULS B99.9NX BLDSTK w/o RIN,ULS B99NX NRIN,,,,ULS B99.9NX BLDSTK w/o RIN,JOEY DEAN,18-Jul-18
V3J,ULTRA LOW SULFUR DIESEL #2,TXLED W/14% BIO OIL,,,,TXLED BIO DIESEL,LISA WILLIAMS,1-Aug-12
V3K,ULTRA LOW SULFUR DIESEL #2,TXLED W/14% BIO OIL,,,,TXLED BIO DIESEL,LISA WILLIAMS,1-Aug-12
V3L,ULTRA LOW SULFUR DIESEL #2,DIESEL W/4% BIO OIL,,,,BIODIESEL,LISA WILLIAMS,3-Jan-14
V3M,ULTRA LOW SULFUR DIESEL #2,ULTRA LOW SULFUR DIESEL #2,,,,ULTRA LOW SULPHUR DIESEL #2,SARA GLEASON,25-Feb-02
V3N,ULTRA LOW SULFUR DIESEL #2,DIESEL w/1% BIO OIL,,,,BIODIESEL,CHRIS BULLARD,5-Mar-12
V3O,ULTRA LOW SULFUR DIESEL #2,PREMIUM DIESEL W/9% BIO OIL,,,,PREMIUM BIODIESEL,LISA WILLIAMS,14-Aug-12
V3P,ULTRA LOW SULFUR DIESEL #2,DIESEL w/1% BIO OIL,,,,BIODIESEL,CHRIS BULLARD,5-Mar-12
V3Q,ULTRA LOW SULFUR DIESEL #2,PREMIUM DIESEL W/9% BIO OIL,,,,PREMIUM BIODIESEL,LISA WILLIAMS,14-Aug-12
V3R,ULTRA LOW SULFUR DIESEL #2,DIESEL w/3% BIO OIL,,,,BIODIESEL,CHRIS BULLARD,5-Mar-12
V3S,ULTRA LOW SULFUR DIESEL #2,PREMIUM DIESEL W/10% BIO OIL,,,,PREMIUM BIODIESEL,LISA WILLIAMS,14-Aug-12
V3T,ULTRA LOW SULFUR DIESEL #2,PREMIUM DIESEL W/10% BIO OIL,,,,PREMIUM BIODIESEL,LISA WILLIAMS,14-Aug-12
V3U,ULTRA LOW SULFUR DIESEL #2,PREMIUM DIESEL W/14% BIO OIL,,,,PREMIUM BIODIESEL,LISA WILLIAMS,14-Aug-12
V3V,ULTRA LOW SULFUR DIESEL #2,PREMIUM DIESEL W/14% BIO OIL,,,,PREMIUM BIODIESEL,LISA WILLIAMS,14-Aug-12
V3W,ULTRA LOW SULFUR DIESEL #2,PREMIUM DIESEL W/15% BIO OIL,,,,PREMIUM BIODIESEL,LISA WILLIAMS,14-Aug-12
V3X,ULTRA LOW SULFUR DIESEL #2,PREMIUM DIESEL W/15% BIO OIL,,,,PREMIUM BIODIESEL,LISA WILLIAMS,14-Aug-12
V3Y,ULTRA LOW SULFUR DIESEL #2,PREMIUM DIESEL W/20% BIO OIL,,,,PREMIUM BIODIESEL,LISA WILLIAMS,14-Aug-12
V3Z,ULTRA LOW SULFUR DIESEL #2,PREMIUM DIESEL W/20% BIO OIL,,,,PREMIUM BIODIESEL,LISA WILLIAMS,14-Aug-12
V40,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/ UP TO 5% BIO PERF ADD WINTER,,,,ULSD #2 W/ UP TO 5% BIO PERFORMANCE ADDITIVE WINTERIZED,AJ MEADE,20-Jun-17
V41,ULTRA LOW SULFUR DIESEL #2,DIESEL w/9% BIO OIL -WINTER ADD.,,,,BIODIESEL W/COLD FLOW IMPROVER,LISA WILLIAMS,11-Jun-12
V42,ULTRA LOW SULFUR DIESEL #2,DIESEL w/9% BIO OIL -WINTER ADD.,,,,BIODIESEL W/COLD FLOW IMPROVER,LISA WILLIAMS,11-Jun-12
V43,ULTRA LOW SULFUR DIESEL #2,DIESEL w/9% BIO OIL,,,,BIODIESEL,DEBBIE BARNHILL,30-Jan-12
V44,ULTRA LOW SULFUR DIESEL #2,DIESEL w/9% BIO OIL,,,,BIODIESEL,DEBBIE BARNHILL,30-Jan-12
V45,ULTRA LOW SULFUR DIESEL #2,DIESEL w/9% BIO OIL,,,,BIODIESEL,DEBBIE BARNHILL,30-Jan-12
V46,ULTRA LOW SULFUR DIESEL #2,DIESEL w/9% BIO OIL,,,,BIODIESEL,DEBBIE BARNHILL,30-Jan-12
V47,ULTRA LOW SULFUR DIESEL #2,DIESEL w/9% BIO OIL,,,,BIODIESEL,DEBBIE BARNHILL,30-Jan-12
V48,ULTRA LOW SULFUR DIESEL #2,DIESEL w/9% BIO OIL,,,,BIODIESEL,DEBBIE BARNHILL,30-Jan-12
V49,ULTRA LOW SULFUR DIESEL #2,WINTER ADDITIZED W/5%BIO OIL,,,,BIODIESEL,TIM DRINKARD,15-Nov-10
V4A,ULTRA LOW SULFUR DIESEL #2,DIESEL w/6% BIO OIL,,,,BIODIESEL,LISA WILLIAMS,11-Jun-12
V4B,ULTRA LOW SULFUR DIESEL #2,DIESEL w/6% BIO OIL,,,,BIODIESEL,LISA WILLIAMS,11-Jun-12
V4C,ULTRA LOW SULFUR DIESEL #2,DIESEL w/6% BIO OIL -WINTER ADD.,,,,BIODIESEL W/COLD FLOW IMPROVER,LISA WILLIAMS,11-Jun-12
V4D,ULTRA LOW SULFUR DIESEL #2,DIESEL w/6% BIO OIL -WINTER ADD.,,,,BIODIESEL W/COLD FLOW IMPROVER,LISA WILLIAMS,11-Jun-12
V4E,ULTRA LOW SULFUR DIESEL #2,DIESEL w/10% BIO OIL -WINTER ADD.,,,,BIODIESEL W/COLD FLOW IMPROVER,LISA WILLIAMS,11-Jun-12
V4F,ULTRA LOW SULFUR DIESEL #2,DIESEL w/10% BIO OIL -WINTER ADD.,,,,BIODIESEL W/COLD FLOW IMPROVER,LISA WILLIAMS,11-Jun-12
V4G,ULTRA LOW SULFUR DIESEL #2,DIESEL w/20% BIO OIL -WINTER ADD.,,,,BIODIESEL W/COLD FLOW IMPROVER,LISA WILLIAMS,11-Jun-12
V4H,ULTRA LOW SULFUR DIESEL #2,DIESEL w/20% BIO OIL -WINTER ADD.,,,,BIODIESEL W/COLD FLOW IMPROVER,LISA WILLIAMS,11-Jun-12
V4I,ULS B100NX BLDSTK w/o RIN,ULS B100NX NRIN,,,,ULS B100NX BLDSTK w/o RIN,JOEY DEAN,18-Jul-18
V4J,ULTRA LOW SULFUR DIESEL #2,ULTRA LOW SULFUR DIESEL #2,46,,,ULTRA LOW SULFUR DIESEL #2,LISA WILLIAMS,24-Sep-13
V4K,ULTRA LOW SULFUR DIESEL #2,ULS Diesel B0 East Coast,,,,Canada ULS Diesel B0 East Coast,TIM DRINKARD,2-Nov-16
V4L,ULTRA LOW SULFUR DIESEL #2,ULS CP-43 East Coast,43,,,Canada ULS CP-43 East Coast,TIM DRINKARD,2-Nov-16
V4M,ULTRA LOW SULFUR DIESEL #2,ULTRA LOW SULFUR DIESEL #2,,,,ULTRA LOW SULPHUR DIESEL #2,BARRY DUFFIN,5-Jan-05
V4N,ULTRA LOW SULFUR DIESEL #2,DIESEL W/5% BIO OIL-PERF ADD,,,,w/PERFORMANCE ADDITIVE,LISA WILLIAMS,14-Aug-12
V4O,ULTRA LOW SULFUR DIESEL #2,DIESEL W/5% BIO OIL-PERF ADD,,,,w/PERFORMANCE ADDITIVE,LISA WILLIAMS,14-Aug-12
V4P,ULTRA LOW SULFUR DIESEL #2,DIESEL W/6% BIO OIL-PERF ADD,,,,w/PERFORMANCE ADDITIVE,LISA WILLIAMS,14-Aug-12
V4Q,ULTRA LOW SULFUR DIESEL #2,DIESEL W/6% BIO OIL-PERF ADD,,,,w/PERFORMANCE ADDITIVE,LISA WILLIAMS,14-Aug-12
V4R,ULTRA LOW SULFUR DIESEL #2,DIESEL W/9% BIO OIL-PERF ADD,,,,w/PERFORMANCE ADDITIVE,LISA WILLIAMS,14-Aug-12
V4S,ULTRA LOW SULFUR DIESEL #2,DIESEL W/9% BIO OIL-PERF ADD,,,,w/PERFORMANCE ADDITIVE,LISA WILLIAMS,14-Aug-12
V4T,ULTRA LOW SULFUR DIESEL #2,DIESEL W/10% BIO OIL-PERF ADD,,,,w/PERFORMANCE ADDITIVE,LISA WILLIAMS,14-Aug-12
V4U,ULTRA LOW SULFUR DIESEL #2,ULTRA LOW SULFUR DIESEL #2,,,,ULTRA LOW SULPHUR DIESEL #2,BARRY DUFFIN,5-Jan-05
V4V,ULTRA LOW SULFUR DIESEL #2,DIESEL W/10% BIO OIL-PERF ADD,,,,w/PERFORMANCE ADDITIVE,LISA WILLIAMS,14-Aug-12
V4W,ULTRA LOW SULFUR DIESEL #2,DIESEL W/14% BIO OIL-PERF ADD,,,,w/PERFORMANCE ADDITIVE,LISA WILLIAMS,14-Aug-12
V4X,ULTRA LOW SULFUR DIESEL #2,DIESEL W/14% BIO OIL-PERF ADD,,,,w/PERFORMANCE ADDITIVE,LISA WILLIAMS,14-Aug-12
V4Y,ULTRA LOW SULFUR DIESEL #2,DIESEL W/15% BIO OIL-PERF ADD,,,,w/PERFORMANCE ADDITIVE,LISA WILLIAMS,14-Aug-12
V4Z,ULTRA LOW SULFUR DIESEL #2,DIESEL W/15% BIO OIL-PERF ADD,,,,w/PERFORMANCE ADDITIVE,LISA WILLIAMS,14-Aug-12
V50,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/1% BIO PERF ADD WINTER,,,,ULSD #2 W/1% BIO PERFORMANCE ADDITIVE WINTERIZED,AJ MEADE,20-Jun-17
V51,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/2% BIO PERF ADD WINTER,,,,ULSD #2 W/2% BIO PERFORMANCE ADDITIVE WINTERIZED,AJ MEADE,20-Jun-17
V52,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/5% BIO PERF ADD WINTER,,,,ULSD #2 W/5% BIO PERFORMANCE ADDITIVE WINTERIZED,AJ MEADE,20-Jun-17
V53,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/10% BIO PERF ADD WINTER,,,,ULSD #2 W/10% BIO PERFORMANCE ADDITIVE WINTERIZED,AJ MEADE,20-Jun-17
V54,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/11% BIO PERF ADD WINTER,,,,ULSD #2 W/11% BIO PERFORMANCE ADDITIVE WINTERIZED,AJ MEADE,20-Jun-17
V55,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/ PERF ADD WINTER,,,,ULSD #2 W/ PERFORMANCE ADDITIVE WINTERIZED DYED,AJ MEADE,20-Jun-17
V56,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/ UP TO 5% BIO PERF ADD WINTER,,,,ULSD #2 W/ UP TO 5% BIO PERFORMANCE ADDITIVE WINTERIZED DYED,AJ MEADE,20-Jun-17
V57,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/1% BIO PERF ADD WINTER,,,,ULSD #2 W/1% BIO PERFORMANCE ADDITIVE WINTERIZED DYED,AJ MEADE,20-Jun-17
V58,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/2% BIO PERF ADD WINTER,,,,ULSD #2 W/2% BIO PERFORMANCE ADDITIVE WINTERIZED DYED,AJ MEADE,20-Jun-17
V59,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/5% BIO PERF ADD WINTER,,,,ULSD #2 W/5% BIO PERFORMANCE ADDITIVE WINTERIZED DYED,AJ MEADE,20-Jun-17
V5A,ULTRA LOW SULFUR DIESEL #2,DIESEL W/20% BIO (B99),,,,BIODIESEL (B99 BIO),JEAN PICKETT,12-Sep-12
V5B,ULTRA LOW SULFUR DIESEL #2,PREMIUM DIESEL W/2% BIO OIL-PERF ADD,,,,w/PERFORMANCE ADDITIVE,JEAN PICKETT,20-Dec-12
V5C,ULTRA LOW SULFUR DIESEL #2,PREMIUM DIESEL W/2% BIO OIL-PERF ADD,,,,w/PERFORMANCE ADDITIVE,JEAN PICKETT,20-Dec-12
V5D,ULTRA LOW SULFUR DIESEL #2,PREMIUM DIESEL W/5% BIO OIL-PERF ADD,,,,w/PERFORMANCE ADDITIVE,JEAN PICKETT,20-Dec-12
V5E,ULTRA LOW SULFUR DIESEL #2,PREMIUM DIESEL W/5% BIO OIL-PERF ADD,,,,w/PERFORMANCE ADDITIVE,JEAN PICKETT,20-Dec-12
V5F,ULTRA LOW SULFUR DIESEL #1,DIESEL W/5% BIO OIL-PERF ADD,,,,w/PERFORMANCE ADDITIVE,JEAN PICKETT,20-Dec-12
V5G,ULTRA LOW SULFUR DIESEL #1,DIESEL W/5% BIO OIL-PERF ADD,,,,w/PERFORMANCE ADDITIVE,JEAN PICKETT,20-Dec-12
V5H,ULTRA LOW SULFUR DIESEL #1,DIESEL W/2% BIO OIL-PERF ADD,,,,w/PERFORMANCE ADDITIVE,JEAN PICKETT,20-Dec-12
V5I,CARB DSL ULS 15 B5,CARB DSL ULS 15 B5,,,,,SARAH STUBBS,29-Mar-18
V5J,ULTRA LOW SULFUR DIESEL #2,DIESEL W/20% BIO OIL-PERF ADD,,,,w/PERFORMANCE ADDITIVE,LISA WILLIAMS,14-Aug-12
V5K,ULTRA LOW SULFUR DIESEL #2,DIESEL W/20% BIO OIL-PERF ADD,,,,w/PERFORMANCE ADDITIVE,LISA WILLIAMS,14-Aug-12
V5L,ULTRA LOW SULFUR DIESEL #2,WINTER ADDITIZED W/5%BIO OIL,,,,BIODIESEL,TIM DRINKARD,15-Nov-10
V5M,ULTRA LOW SULFUR DIESEL #1,DIESEL W/PERFORMANCE ADDITIVE,,,,w/PERFORMANCE ADDITIVE,JEAN PICKETT,20-Dec-12
V5N,ULTRA LOW SULFUR DIESEL #1,DIESEL W/PERFORMANCE ADDITIVE,,,,w/PERFORMANCE ADDITIVE,JEAN PICKETT,20-Dec-12
V5O,ULS S R6-20 B20 BD BLEND,ULS S R6-20 B20 BDB DYED,,,,ULS S R6-20 B20 BD BLEND,JOEY DEAN,6-Aug-18
V5P,ULTRA LOW SULFUR DIESEL #1,DIESEL W/PERF ADD & WINTER ADD,,,,w/PERFORMANCE ADDITIVE & COLD FLOW IMPROVER,JEAN PICKETT,20-Dec-12
V5Q,ULS S R6-20 B20 BDB DYED,ULS S R6-20 B20 BDB DYED,,,,ULS S R6-20 B20 BDB DYED,JOEY DEAN,6-Aug-18
V5R,ULTRA LOW SULFUR DIESEL #1,DIESEL W/PERF ADD & WINTER ADD,,,,w/PERFORMANCE ADDITIVE & COLD FLOW IMPROVER,JEAN PICKETT,20-Dec-12
V5S,ULTRA LOW SULFUR DIESEL #2,PREMIUM DIESEL W/10% BIO OIL-WINTER ADD,,,,BIODIESEL W/COLD FLOW IMPROVER,JEAN PICKETT,7-Jan-13
V5T,ULTRA LOW SULFUR DIESEL #2,PREMIUM DIESEL W/10% BIO OIL-WINTER ADD,,,,BIODIESEL W/COLD FLOW IMPROVER,JEAN PICKETT,7-Jan-13
V5U,ULTRA LOW SULFUR DIESEL #1,DIESEL W/10% BIO OIL - WINTER ADD,,,,BIODIESEL W/COLD FLOW IMPROVER,JEAN PICKETT,7-Jan-13
V5V,ULTRA LOW SULFUR DIESEL #1,DIESEL W/10% BIO OIL - WINTER ADD,,,,BIODIESEL W/COLD FLOW IMPROVER,JEAN PICKETT,7-Jan-13
V5W,ULTRA LOW SULFUR DIESEL #2,PREMIUM DIESEL W/11% BIO OIL,,,,BIODIESEL,JEAN PICKETT,7-Jan-13
V5X,ULTRA LOW SULFUR DIESEL #2,PREMIUM DIESEL W/11% BIO OIL,,,,BIODIESEL,JEAN PICKETT,7-Jan-13
V5Y,ULTRA LOW SULFUR DIESEL #2,TXLED WITH UP TO 5% BIO,,,,,TRACY CROCKER,23-Jan-14
