code,product_definition,description,cetane_octane,oxygenated_rbob_type,oxygenate_percent,comments_,requester,date_code_assigned
SME,MIDGRADE,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,88,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SMF,MIDGRADE,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,88,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SMG,MIDGRADE,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,88,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SMH,MIDGRADE,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,88,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SMJ,MIDGRADE,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,88,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SMK,MIDGRADE,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,89,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SML,MIDGRADE,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,88,A,7.7,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SMM,MIDGRADE,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,88,A,7.7,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SMN,MIDGRADE,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,88,A,10,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SMP,MIDGRADE,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,88,A,10,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SMQ,MIDGRADE,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,89,A,5.7,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SMR,MIDGRADE,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,89,A,5.7,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SMS,MIDGRADE,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,89,A,7.7,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SMT,MIDGRADE,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,89,A,7.7,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SP1,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,91,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,
SP2,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,91,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,
SP3,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,91,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,
SP4,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,91,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,
SP5,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,91,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,
SP6,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,91,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,
SP7,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,91,A,10,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,
SP8,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,91,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,8-Oct-04
SP9,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,91,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,8-Oct-04
SPA,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,91,A,10,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,8-Oct-04
SPB,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,91,A,10,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,8-Oct-04
SPC,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,93,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,8-Oct-04
SPD,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,93,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,8-Oct-04
SPE,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,93,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,8-Oct-04
SPF,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,93,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,8-Oct-04
SPG,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,93,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,8-Oct-04
SPH,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,93,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,8-Oct-04
SPJ,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,93,A,10,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,8-Oct-04
SPK,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,93,A,10,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,8-Oct-04
SPL,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,93,A,10,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,8-Oct-04
SPM,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,93,A,10,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,8-Oct-04
SPN,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,91,A,10,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,7-Feb-06
SPP,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,91,A,10,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,7-Feb-06
SPQ,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,92,A,10,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,21-Mar-06
SPR,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,92,A,10,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,21-Mar-06
SPS,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,91,A,5.7,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SPT,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,91,A,5.7,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SPU,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,91,A,7.7,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SPV,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,91,A,7.7,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SPW,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,92,A,7.7,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SPX,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,92,A,7.7,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SPY,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,92,A,10,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SQ1,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,92,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RICH KLAWUNN,26-Mar-08
SQ2,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,92,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RICH KLAWUNN,26-Mar-08
SQ3,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,92,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RICH KLAWUNN,26-Mar-08
SQ4,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,92,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RICH KLAWUNN,26-Mar-08
SQ5,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,92,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RICH KLAWUNN,26-Mar-08
SQ6,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,92,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RICH KLAWUNN,26-Mar-08
SQ7,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,91,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,BARRY DUFFIN,7-Apr-09
SQ8,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,91,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,BARRY DUFFIN,7-Apr-09
SQ9,PREMIUM,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,91,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,BARRY DUFFIN,7-Apr-09
SR1,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,81.5,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,
SR3,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,85,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,
SR4,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,85,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,
SR5,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,85,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,
SR6,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,85,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,
SR7,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,85,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,
SR8,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,85,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,
SR9,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,85,A,10,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,
SRA,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,84,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,8-Oct-04
SRB,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,84,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,8-Oct-04
SRC,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,87,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,8-Oct-04
SRD,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,87,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,8-Oct-04
SRE,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,87,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,8-Oct-04
SRF,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,87,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,8-Oct-04
SRG,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,87,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,8-Oct-04
SRH,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,87,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,8-Oct-04
SRJ,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,87,A,10,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,8-Oct-04
SRK,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,87,A,10,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,8-Oct-04
SRL,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,87,A,10,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,8-Oct-04
SRM,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,87,A,10,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,8-Oct-04
SRN,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,89,A,10,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,8-Oct-04
SRP,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,89,A,10,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,8-Oct-04
SRQ,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,89,A,10,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,8-Oct-04
SRR,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,89,A,10,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,RANDY THOMPSON,8-Oct-04
SRS,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,85,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SRT,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,85,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SRU,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,85,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SRV,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,86,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SRW,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,86,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SRX,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,86,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SRY,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,86,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SRZ,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,86,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SS1,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,86,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SS2,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,87,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SS3,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,87,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SS4,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,87,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SS5,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,87,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SS6,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,86,A,7.7,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SS7,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,86,A,7.7,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SS8,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,86,A,10,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SS9,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,86,A,10,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SSA,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,87,A,5.7,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SSB,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,87,A,5.7,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SSC,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,87,A,7.7,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SSD,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,87,A,7.7,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SSE,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,87,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,HOLT DAVIS,17-Nov-06
SSF,REGULAR,CG - SR-SMALL REFINER GAS INTERNAL USE ONLY,85,N,,SMALL REFINER GASOLINE - NOT FOR PIDX CODE USE,BARRY DUFFIN,7-Apr-09
T,ALCOHOL,,,N,,,,2-Nov-94
T01,ALCOHOL,METHANOL,,,,,TONY PATAK,27-Mar-17
U1B,REGULAR,RFG,87,M,,,,
U1G,REGULAR,RFG,87,M,,,,
V00,Dyed ULSD HPFI w/ Winter,dyed diesel 2% bio winter + HPFI,,,,,CHRIS CROOKS,28-Sep-17
V01,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/ PERF ADD,,,,TXLED ULSD #2 W/ PERFORMANCE ADDITIVE,AJ MEADE,20-Jun-17
V02,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/ UP TO 5% BIO PERF ADD,,,,TXLED ULSD #2 W/ UP TO 5% BIO PERFORMANCE ADDITIVE,AJ MEADE,20-Jun-17
V03,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/2% BIO PERF ADD,,,,TXLED ULSD #2 W/2% BIO PERFORMANCE ADDITIVE,AJ MEADE,20-Jun-17
V04,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/5% BIO PERF ADD,,,,TXLED ULSD #2 W/5% BIO PERFORMANCE ADDITIVE,AJ MEADE,20-Jun-17
V05,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/10% BIO PERF ADD,,,,TXLED ULSD #2 W/10% BIO PERFORMANCE ADDITIVE,AJ MEADE,20-Jun-17
V06,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/20% BIO PERF ADD,,,,TXLED ULSD #2 W/20% BIO PERFORMANCE ADDITIVE,AJ MEADE,20-Jun-17
V07,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/ PERF ADD,,,,TXLED ULSD #2 W/ PERFORMANCE ADDITIVE DYED,AJ MEADE,20-Jun-17
V08,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/ UP TO 5% BIO PERF ADD,,,,TXLED ULSD #2 W/ UP TO 5% BIO PERFORMANCE ADDITIVE DYED,AJ MEADE,20-Jun-17
V09,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/2% BIO PERF ADD,,,,TXLED ULSD #2 W/2% BIO PERFORMANCE ADDITIVE DYED,AJ MEADE,20-Jun-17
V0A,ULSD,clear diesel 0% bio no additive,,,,,CHRIS CROOKS,28-Sep-17
V0B,ULSD,clear diesel 2% bio no additive,,,,,CHRIS CROOKS,28-Sep-17
V0C,ULSD,clear diesel 5% bio no additive,,,,,CHRIS CROOKS,28-Sep-17
V0D,ULSD HPFI,clear diesel 0% bio HPFI,,,,,CHRIS CROOKS,28-Sep-17
V0E,ULSD HPFI,clear diesel 2% bio HPFI,,,,,CHRIS CROOKS,28-Sep-17
V0F,ULSD HPFI,clear diesel 5% bio HPFI,,,,,CHRIS CROOKS,28-Sep-17
V0G,ULSD Winter,clear diesel 0 bio winter add,,,,,CHRIS CROOKS,28-Sep-17
V0H,ULSD Winter,clear diesel 2% bio winter add,,,,,CHRIS CROOKS,28-Sep-17
V0I,ULSD Winter,clear diesel 5% bio winter add,,,,,CHRIS CROOKS,28-Sep-17
V0J,ULSD HPFI w/ Winter,clear diesel 0% bio winter + HPFI,,,,,CHRIS CROOKS,28-Sep-17
V0K,ULSD HPFI w/ Winter,clear diesel 2% bio winter + HPFI,,,,,CHRIS CROOKS,28-Sep-17
V0L,ULSD HPFI w/ Winter,clear diesel 5% bio winter + HPFI,,,,,CHRIS CROOKS,28-Sep-17
V0M,Dyed ULSD,dyed diesel 0% bio no additive,,,,,CHRIS CROOKS,28-Sep-17
V0N,Dyed ULSD,dyed diesel 2% bio no additive,,,,,CHRIS CROOKS,28-Sep-17
V0O,Dyed ULSD,dyed diesel 5% bio no additive,,,,,CHRIS CROOKS,28-Sep-17
V0P,Dyed ULSD HPFI,dyed diesel 0% bio HPFI,,,,,CHRIS CROOKS,28-Sep-17
V0Q,Dyed ULSD HPFI,dyed diesel 2% bio HPFI,,,,,CHRIS CROOKS,28-Sep-17
V0R,Dyed ULSD HPFI,dyed diesel 5% bio HPFI,,,,,CHRIS CROOKS,28-Sep-17
V0S,Dyed ULSD Winter,dyed diesel 0 bio winter add,,,,,CHRIS CROOKS,28-Sep-17
V0T,Dyed ULSD Winter,dyed diesel 2% bio winter add,,,,,CHRIS CROOKS,28-Sep-17
V0U,Dyed ULSD Winter,dyed diesel 5% bio winter add,,,,,CHRIS CROOKS,28-Sep-17
V0V,RENEWABLE DIESEL ADDITIVE RD99,RENEWABLE DIESEL RD99,,,,RENEWABLE DIESEL HYDRO-PROCESSED ANIMAL FATS/VEGETABLE OILS,SARAH STUBBS,11-Apr-18
V0W,Dyed ULSD HPFI w/ Winter,dyed diesel 0% bio winter + HPFI,,,,,CHRIS CROOKS,28-Sep-17
V0X,ULTRA LOW SULFUR DIESEL #2,CARB ULTRA LOW SULFUR DIESEL #2-MARINE,,,,CA ULSD MARINE USE 140F FLASH POINT,TONY PATAK,11-Jun-14
V0Y,ULTRA LOW SULFUR DIESEL #2,CARB ULTRA LOW SULFUR DIESEL #2-MARINE,,,,CA ULSD MARINE USE 140F FLASH POINT,TONY PATAK,11-Jun-14
V0Z,ULTRA LOW SULFUR DIESEL #2,CARB ULTRA LOW SULFUR DIESEL #2,,,,CA ULSD,TIM DRINKARD,15-Nov-10
V10,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/5% BIO PERF ADD,,,,TXLED ULSD #2 W/5% BIO PERFORMANCE ADDITIVE DYED,AJ MEADE,20-Jun-17
V11,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/10% BIO PERF ADD,,,,TXLED ULSD #2 W/10% BIO PERFORMANCE ADDITIVE DYED,AJ MEADE,20-Jun-17
V12,ULTRA LOW SULFUR DIESEL #2,TXLED ULSD #2 W/20% BIO PERF ADD,,,,TXLED ULSD #2 W/20% BIO PERFORMANCE ADDITIVE DYED,AJ MEADE,20-Jun-17
V13,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/ PERF ADD,,,,ULSD #2 W/ PERFORMANCE ADDITIVE,AJ MEADE,20-Jun-17
V14,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/ UP TO 5% BIO PERF ADD,,,,ULSD #2 W/ UP TO 5% BIO PERFORMANCE ADDITIVE,AJ MEADE,20-Jun-17
V15,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/1% BIO PERF ADD,,,,ULSD #2 W/1% BIO PERFORMANCE ADDITIVE,AJ MEADE,20-Jun-17
V16,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/2% BIO PERF ADD,,,,ULSD #2 W/2% BIO PERFORMANCE ADDITIVE,AJ MEADE,20-Jun-17
V17,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/5% BIO PERF ADD,,,,ULSD #2 W/5% BIO PERFORMANCE ADDITIVE,AJ MEADE,20-Jun-17
V18,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/10% BIO PERF ADD,,,,ULSD #2 W/10% BIO PERFORMANCE ADDITIVE,AJ MEADE,20-Jun-17
V19,ULTRA LOW SULFUR DIESEL #2,ULSD #2 W/11% BIO PERF ADD,,,,ULSD #2 W/11% BIO PERFORMANCE ADDITIVE,AJ MEADE,20-Jun-17
V1A,ULTRA LOW SULFUR DIESEL #2,RENEWABLE DIESEL W/20% HDRD,,,,CANADA RENEWABLE DIESEL,TIM DRINKARD,27-Aug-13
V1B,ULTRA LOW SULFUR DIESEL #2,ULSD MARKED DYED EXPLOSIVE,43,,,CANADA ULSD MARKED DYED EXPLOSIVE,TIM DRINKARD,28-Oct-13
V1C,Ultra Low Sulfur Diesel #2,ULSD #2 W 20%BIO PERF ADD,,,,B20,AJ MEADE,29-Jun-17
V1D,Ultra Low Sulfur Diesel #2,Ultra Low Sulfur Diesel #2,,,,,AJ MEADE,29-Jun-17
V1E,Ultra Low Sulfur Diesel #2,ULSD #2 W 11%BIO PERF ADD,,,,B11,AJ MEADE,29-Jun-17
V1F,Ultra Low Sulfur Diesel #2,ULSD #2 W5%BIO PERF ADD,,,,B5,AJ MEADE,29-Jun-17
V1G,Ultra Low Sulfur Diesel #2,Ultra Low Sulfur Diesel #2,,,,,AJ MEADE,29-Jun-17
V1H,Ultra Low Sulfur Diesel #2,ULSD #2 W5%BIO PERF ADD,,,,B5,AJ MEADE,29-Jun-17
